日付,"機種名","台番号","G数","差枚","BB","RB","ART","合成確率","BB確率","RB確率","ART確率"
2026-06-20,"機動戦士ガンダムユニコーン 覚醒DRIVE","479","692","-765","4","2","0","1/115.3","1/173.0","1/346.0","1/0.0"
2026-06-20,"真打 吉宗","489","5,659","-1,863","54","18","0","1/78.6","1/104.8","1/314.4","1/0.0"
2026-06-20,"真打 吉宗","490","6,564","-5,783","38","20","0","1/113.2","1/172.7","1/328.2","1/0.0"
2026-06-20,"真打 吉宗","491","4,634","+1,274","66","14","0","1/57.9","1/70.2","1/331.0","1/0.0"
2026-06-20,"真打 吉宗","492","5,996","-5,739","30","22","0","1/115.3","1/199.9","1/272.5","1/0.0"
2026-06-20,"鉄拳6","496","874","+372","7","5","0","1/72.8","1/124.9","1/174.8","1/0.0"
2026-06-20,"鉄拳6","497","768","-723","2","3","0","1/153.6","1/384.0","1/256.0","1/0.0"
2026-06-20,"鉄拳6","498","2,883","-2,852","10","5","0","1/192.2","1/288.3","1/576.6","1/0.0"
2026-06-20,"鉄拳6","499","3,618","+3,527","28","34","0","1/58.4","1/129.2","1/106.4","1/0.0"
2026-06-20,"アズールレーン THE ANIMATION","521","4,520","-2,094","39","31","0","1/64.6","1/115.9","1/145.8","1/0.0"
2026-06-20,"アズールレーン THE ANIMATION","522","419","-330","3","3","0","1/69.8","1/139.7","1/139.7","1/0.0"
2026-06-20,"アズールレーン THE ANIMATION","523","2,026","-1,326","16","11","0","1/75.0","1/126.6","1/184.2","1/0.0"
2026-06-20,"いざ！番長","486","2,426","-1,509","14","7","0","1/115.5","1/173.3","1/346.6","1/0.0"
2026-06-20,"いざ！番長","487","1,460","-1,719","4","1","0","1/292.0","1/365.0","1/1460.0","1/0.0"
2026-06-20,"いざ！番長","488","2,231","-667","18","7","0","1/89.2","1/123.9","1/318.7","1/0.0"
2026-06-20,"ウルトラミラクルジャグラー","390","1,804","-512","5","6","0","1/164.0","1/360.8","1/300.7","1/0.0"
2026-06-20,"ウルトラミラクルジャグラー","391","1,813","-765","4","4","0","1/226.6","1/453.2","1/453.2","1/0.0"
2026-06-20,"ウルトラミラクルジャグラー","392","2,474","-344","7","7","0","1/176.7","1/353.4","1/353.4","1/0.0"
2026-06-20,"かぐや様は告らせたい","483","2,426","+625","15","2","13","1/80.9","1/161.7","1/1213.0","1/186.6"
2026-06-20,"かぐや様は告らせたい","484","2,332","-344","12","2","6","1/116.6","1/194.3","1/1166.0","1/388.7"
2026-06-20,"かぐや様は告らせたい","485","1,880","-344","10","1","8","1/98.9","1/188.0","1/1880.0","1/235.0"
2026-06-20,"からくりサーカス","480","6,690","+6,052","0","21","79","1/66.9","1/0.0","1/318.6","1/84.7"
2026-06-20,"からくりサーカス","481","2,529","-2,873","0","4","6","1/252.9","1/0.0","1/632.2","1/421.5"
2026-06-20,"からくりサーカス","482","5,731","+4,079","0","14","68","1/69.9","1/0.0","1/409.4","1/84.3"
2026-06-20,"ゴーゴージャグラー3","387","7,122","+49","32","18","0","1/142.4","1/222.6","1/395.7","1/0.0"
2026-06-20,"ゴーゴージャグラー3","388","1,183","+386","6","3","0","1/131.4","1/197.2","1/394.3","1/0.0"
2026-06-20,"ゴーゴージャグラー3","389","3,512","+189","14","9","0","1/152.7","1/250.9","1/390.2","1/0.0"
2026-06-20,"ジャグラーガールズ","384","838","-98","3","2","0","1/167.6","1/279.3","1/419.0","1/0.0"
2026-06-20,"ジャグラーガールズ","385","412","-190","1","0","0","1/412.0","1/412.0","1/0.0","1/0.0"
2026-06-20,"ジャグラーガールズ","386","957","-288","3","1","0","1/239.2","1/319.0","1/957.0","1/0.0"
2026-06-20,"スマスロ サンダーV","537","4,324","-246","15","6","0","1/205.9","1/288.3","1/720.7","1/0.0"
2026-06-20,"スマスロ サンダーV","538","1,646","+1,817","12","2","0","1/117.6","1/137.2","1/823.0","1/0.0"
2026-06-20,"スマスロ サンダーV","539","5,140","+442","20","12","0","1/160.6","1/257.0","1/428.3","1/0.0"
2026-06-20,"スマスロ ハナビ","534","462","-246","1","1","0","1/231.0","1/462.0","1/462.0","1/0.0"
2026-06-20,"スマスロ ハナビ","535","4,220","+1,074","17","7","0","1/175.8","1/248.2","1/602.9","1/0.0"
2026-06-20,"スマスロ ハナビ","536","1,095","-302","3","2","0","1/219.0","1/365.0","1/547.5","1/0.0"
2026-06-20,"ニューパルサーSPⅢ","569","5,833","-484","21","13","0","1/171.6","1/277.8","1/448.7","1/0.0"
2026-06-20,"ニューパルサーSPⅢ","570","513","-583","0","0","0","1/0.0","1/0.0","1/0.0","1/0.0"
2026-06-20,"ニューパルサーSPⅢ","571","5,037","+400","19","15","0","1/148.1","1/265.1","1/335.8","1/0.0"
2026-06-20,"ハッピージャグラーVIII","381","3,252","-653","9","11","0","1/162.6","1/361.3","1/295.6","1/0.0"
2026-06-20,"ハッピージャグラーVIII","382","5,213","+1,495","25","15","0","1/130.3","1/208.5","1/347.5","1/0.0"
2026-06-20,"ハッピージャグラーVIII","383","1,786","-470","5","6","0","1/162.4","1/357.2","1/297.7","1/0.0"
2026-06-20,"マギアレコード 魔法少女まどか☆マギカ外伝","518","4,469","-1,340","11","0","15","1/171.9","1/406.3","1/0.0","1/297.9"
2026-06-20,"マギアレコード 魔法少女まどか☆マギカ外伝","519","4,652","+358","14","0","19","1/141.0","1/332.3","1/0.0","1/244.8"
2026-06-20,"マギアレコード 魔法少女まどか☆マギカ外伝","520","6,784","+274","23","0","25","1/141.3","1/295.0","1/0.0","1/271.4"
2026-06-20,"モンスターハンターライズ","493","2,338","+63","0","5","20","1/93.5","1/0.0","1/467.6","1/116.9"
2026-06-20,"モンスターハンターライズ","494","3,298","-316","0","6","24","1/109.9","1/0.0","1/549.7","1/137.4"
2026-06-20,"モンスターハンターライズ","495","7,071","+4,807","0","13","71","1/84.2","1/0.0","1/543.9","1/99.6"
2026-06-20,"化物語","511","2,160","+1,485","28","12","0","1/54.0","1/77.1","1/180.0","1/0.0"
2026-06-20,"化物語","512","1,566","-1,158","7","4","0","1/142.4","1/223.7","1/391.5","1/0.0"
2026-06-20,"化物語","513","2,214","+2,327","33","11","0","1/50.3","1/67.1","1/201.3","1/0.0"
2026-06-20,"攻殻機動隊","508","4,077","+285","24","15","0","1/104.5","1/169.9","1/271.8","1/0.0"
2026-06-20,"攻殻機動隊","509","4,668","+4,466","36","22","0","1/80.5","1/129.7","1/212.2","1/0.0"
2026-06-20,"攻殻機動隊","510","3,033","+6,113","34","13","0","1/64.5","1/89.2","1/233.3","1/0.0"
2026-06-20,"新ハナビ","531","554","+203","3","1","0","1/138.5","1/184.7","1/554.0","1/0.0"
2026-06-20,"新ハナビ","532","4,212","+610","17","13","0","1/140.4","1/247.8","1/324.0","1/0.0"
2026-06-20,"新ハナビ","533","0","0","0","0","0","1/0.0","1/0.0","1/0.0","1/0.0"
2026-06-20,"沖ドキ!DUO アンコール","527","2,169","+2,137","26","13","0","1/55.6","1/83.4","1/166.8","1/0.0"
2026-06-20,"沖ドキ!DUO アンコール","528","1,168","-512","7","5","0","1/97.3","1/166.9","1/233.6","1/0.0"
2026-06-20,"沖ドキ!DUO アンコール","529","2,751","-1,733","16","6","0","1/125.0","1/171.9","1/458.5","1/0.0"
2026-06-20,"沖ドキ!ゴージャス 25Φ","524","1,547","+4,716","29","10","0","1/39.7","1/53.3","1/154.7","1/0.0"
2026-06-20,"沖ドキ!ゴージャス 25Φ","525","744","-14","5","2","0","1/106.3","1/148.8","1/372.0","1/0.0"
2026-06-20,"沖ドキ!ゴージャス 25Φ","526","1,476","-1,158","3","5","0","1/184.5","1/492.0","1/295.2","1/0.0"
2026-06-20,"A‐SLOT+ 異世界かるてっと","540","2,553","+765","18","12","0","1/85.1","1/141.8","1/212.8","1/0.0"
2026-06-20,"A‐SLOT+ 異世界かるてっと","541","5,656","-386","37","16","0","1/106.7","1/152.9","1/353.5","1/0.0"
2026-06-20,"SHAKE BONUS TRIGGER","544","1,961","+568","7","5","0","1/163.4","1/280.1","1/392.2","1/0.0"
2026-06-20,"SHAKE BONUS TRIGGER","545","2,087","+260","6","4","0","1/208.7","1/347.8","1/521.8","1/0.0"
2026-06-20,"アレックス ブライト","546","2,042","-28","7","5","0","1/170.2","1/291.7","1/408.4","1/0.0"
2026-06-20,"アレックス ブライト","547","5,398","-681","15","15","0","1/179.9","1/359.9","1/359.9","1/0.0"
2026-06-20,"クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.","542","4,674","+723","17","14","0","1/150.8","1/274.9","1/333.9","1/0.0"
2026-06-20,"クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.","543","4,322","+961","17","12","0","1/149.0","1/254.2","1/360.2","1/0.0"
2026-06-20,"不二子BT","548","677","-316","3","1","0","1/169.2","1/225.7","1/677.0","1/0.0"
2026-06-20,"不二子BT","549","892","-470","5","1","0","1/148.7","1/178.4","1/892.0","1/0.0"
2026-06-20,"スーパーブラックジャック","500","2,777","-1,607","0","4","16","1/138.8","1/0.0","1/694.2","1/173.6"
2026-06-20,"吉宗","501","2,333","-526","4","2","0","1/388.8","1/583.2","1/1166.5","1/0.0"
2026-06-20,"主役は銭形5","502","2,832","-1,652","15","9","0","1/118.0","1/188.8","1/314.7","1/0.0"
2026-06-20,"バイオハザード5","503","1,005","-1,172","0","1","1","1/502.5","1/0.0","1/1005.0","1/1005.0"
2026-06-20,"新鬼武者3","504","2,300","-1,631","13","6","0","1/121.1","1/176.9","1/383.3","1/0.0"
2026-06-20,"とある科学の超電磁砲2","505","651","-498","2","2","0","1/162.8","1/325.5","1/325.5","1/0.0"
2026-06-20,"バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION","506","2,219","+3,400","18","0","37","1/40.3","1/123.3","1/0.0","1/60.0"
2026-06-20,"ゴッドイーター リザレクション","507","906","-779","0","1","3","1/226.5","1/0.0","1/906.0","1/302.0"
2026-06-20,"クランキークレスト","530","510","-597","0","2","0","1/255.0","1/0.0","1/255.0","1/0.0"
